Topaz, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Attired, Duchess, Short, in shape, Oval Face, Tan Skin, Chestnut Hair, Hazel Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Wedding Updo, full breasts, Faux gauge earrings, magenta metallic lipstick
Iolite, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Robed, Woman, Tall, Toned, Round Face, Dark Skin, White Hair, purple Eyes, [[Curved Nose]], Pouty Lips, Receding Chin, Shoulder-Length Hair, Curly Hair, Curled Bob, round breasts, Stud earrings, pink cream lipstick
Lapis Lazuli, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Bedraped, Chanteuse, Average Height, Toned, Round Face, Olive Skin, Platinum Blonde Hair, Amber Eyes, Long Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Shaggy Cut, augmented breasts, Huggie earrings, cream stain lipstick
Aventurine, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Enveloped, Artist, Tall, Narrow Hips, Square Face, Dark Skin, Red Hair, green Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Long Hair, Straight Hair, Braided Half Up, soft breasts, , gloss matte lipstick
Alexandrite, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Donned in, Trailblazer, Average Height, Slim, Heart-Shaped Face, Dark Skin, Honey Blonde Hair, grey Eyes, Long Nose, Full Lips, Receding Chin, Long Hair, Straight Hair, Four-Strand Braid, round breasts, Dangle earrings, rust stain lipstick
Aventurine, Transparent crystals that refract light, casting beautiful prisms and rainbows, Habited, Countess, Short, Toned, Heart-Shaped Face, Olive Skin, Dark Brown Hair, purple Eyes, Long Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Fishbone Braid, round breasts, Drop earrings, golden sheer lipstick
Garnet, Transparent crystals that refract light, casting beautiful prisms and rainbows, Decked, Babe, Short, Athletic, Round Face, Tan Skin, Light Brown Hair, Hazel Eyes with Green Flecks, Wide Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Side-Swept Bangs, perky breasts, Cuff earrings, beige satin lipstick
Tanzanite, Crystals that grow in clusters, creating a textured and multidimensional surface, Covered, Lady, Short, Wide Hips, Square Face, Tan Skin, Platinum Blonde Hair, hazel Eyes, Narrow Nose, Full Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Chignon, asymmetrical breasts, Drop earrings, terracotta matte lipstick
Hematite, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Bedraped, Superwoman, Tall, Athletic, Square Face, Tan Skin, Black Hair, coral Eyes, Long Nose, Thick Lips, Sharp Chin, Long Hair, Fine Hair, Stacked Bob, full breasts, Hoop earrings, cherry sheer lipstick
Hematite, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Gowned, Temptress, Short, Skinny, Oval Face, Olive Skin, Golden Blonde Hair, coral Eyes, Straight Nose, Pouty Lips, Round Chin, Long Hair, Thick Hair, Double Braided Crown, small breasts, Stud earrings, soft pink metallic lipstick
Moonstone, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Decked, Trailblazer, Short, Firm, Diamond-Shaped Face, Olive Skin, Platinum Blonde Hair, amethyst Eyes, [[Curved Nose]], Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Donut Bun, small breasts, Threader earrings, beige sheer lipstick
Amethyst, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Attired, Gal, Tall, Narrow Hips, Oval Face, Fair Skin, Silver Hair, grey Eyes, Short Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Top Knot, asymmetrical breasts, Faux gauge earrings, black satin lipstick
Peridot, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Decked out, Woman, Tall, Wide Hips, Round Face, Tan Skin, Honey Blonde Hair, aquamarine Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Triple Braided Crown, saggy breasts, Hoop earrings, orange satin lipstick
Onyx, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Hooded, Charmer, Short, Skinny, Diamond-Shaped Face, Olive Skin, Light Brown Hair, brown Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Long Hair, Fine Hair, Frohawk, saggy breasts, Dangle earrings, cream satin lipstick
Moonstone, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Decked, Goddess, Tall, Wide Hips, Square Face, Olive Skin, Platinum Blonde Hair, purple Eyes, Narrow Nose, Full Lips, Sharp Chin, Long Hair, Wavy Hair, Bob with Bangs, round breasts, Clip-on earrings, burgundy sheer lipstick
Topaz, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Wrapped, Visionary, Short, Slim, Triangular Face, Olive Skin, Brunette Hair, gold Eyes, Long Nose, Full Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Fauxhawk, saggy breasts, Faux gauge earrings, coral metallic lipstick
Rhodochrosite, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Clothed in, Trailblazer, Average Height, Fit, Square Face, Olive Skin, Brunette Hair, Brown Eyes, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Loose Waves, asymmetrical breasts, Threader earrings, terracotta stain lipstick
Citrine, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Covered, Female Viking, Tall, Fit, Square Face, Fair Skin, Golden Blonde Hair, amber Eyes, [[Curved Nose]], Thick Lips, Prominent Chin, Long Hair, Thick Hair, Wavy Bob, natural breasts, Faux gauge earrings, terracotta metallic lipstick
Garnet, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Clothed in, Enchantress, Short, Firm, Diamond-Shaped Face, Dark Skin, Black Hair, amber Eyes, Narrow Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Curly Hair, Updo, soft breasts, , gloss satin lipstick
Obsidian, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Wearing, Enigma, Average Height, in shape, Heart-Shaped Face, Tan Skin, Dark Brown Hair, peach Eyes, Straight Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Straight Bob, firm breasts, Threader earrings, green matte lipstick
Labradorite, A network of crystalized branches, capturing the beauty of nature's delicate formations, Festooned, Babe, Tall, Slim, Diamond-Shaped Face, Olive Skin, Brunette Hair, Hazel Eyes with Green Flecks, Wide Nose, Full Lips, Prominent Chin, Long Hair, Straight Hair, Angled Bob, small breasts, , brown stain lipstick
Agate, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Wearing, Femme fatale, Short, Wide Hips, Diamond-Shaped Face, Tan Skin, Golden Blonde Hair, grey Eyes, Straight Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Updo, soft breasts, Cuff earrings, hot pink stain lipstick
Agate, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Mantled, Phenom, Tall, Firm, Heart-Shaped Face, Dark Skin, Light Brown Hair, pink Eyes, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Straight Updo, saggy breasts, Drop earrings, cream gloss lipstick
Agate, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Outfitted, Queen, Short, Toned, Square Face, Dark Skin, Black Hair, Gray Eyes, Long Nose, Pouty Lips, Prominent Chin, Long Hair, Curly Hair, Dutch Braid, round breasts, Drop earrings, cherry gloss lipstick
Aquamarine, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Covered, Maven, Tall, Skinny, Triangular Face, Olive Skin, Blonde Hair, Sapphire Eyes, Short Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Wavy Bob, full breasts, Stud earrings, violet velvet lipstick
Onyx, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Donned in, Siren, Short, Narrow Hips, Diamond-Shaped Face, Fair Skin, Red Hair, grey Eyes, Straight Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Tousled Waves, asymmetrical breasts, Faux gauge earrings, hot pink cream lipstick
Sapphire, Transparent crystals that refract light, casting beautiful prisms and rainbows, Adorned, Sensation, Average Height, Firm, Round Face, Tan Skin, Red Hair, teal Eyes, Long Nose, Pouty Lips, Prominent Chin, Long Hair, Coarse Hair, Top Knot, augmented breasts, , plum satin lipstick
Sapphire, Crystals that grow in clusters, creating a textured and multidimensional surface, Bedecked, Charmer, Average Height, Toned, Diamond-Shaped Face, Tan Skin, Platinum Blonde Hair, purple Eyes, Wide Nose, Thin Lips, Prominent Chin, Long Hair, Curly Hair, High Ponytail, soft breasts, Clip-on earrings, fuchsia gloss lipstick
Tanzanite, A crystalized formation with sharp edges and intricate geometric patterns, Mantled, Enigma, Short, Slim, Diamond-Shaped Face, Olive Skin, Black Hair, brown Eyes, Straight Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Fringed Bangs, asymmetrical breasts, Hoop earrings, violet stain lipstick
Amethyst, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Hooded, Starlet, Average Height, Skinny, Oval Face, Tan Skin, Brunette Hair, aquamarine Eyes, Short Nose, Full Lips, Round Chin, Long Hair, Curly Hair, French Braid, natural breasts, Huggie earrings, magenta metallic lipstick
Iolite, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Hooded, Miss, Short, Fit, Square Face, Olive Skin, Platinum Blonde Hair, Blue Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Top Knot, round breasts, Dangle earrings, magenta velvet lipstick
Opal, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Clothed in, Temptress, Tall, Wide Hips, Diamond-Shaped Face, Fair Skin, Dark Brown Hair, hazel Eyes, Straight Nose, Full Lips, Sharp Chin, Long Hair, Straight Hair, High Messy Bun, perky breasts, Clip-on earrings, teal sheer lipstick
Diamond, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Gowned, Trailblazer, Average Height, Athletic, Square Face, Olive Skin, Silver Hair, Sapphire Eyes, Long Nose, Thick Lips, Round Chin, Long Hair, Coarse Hair, Side-Swept Bangs, augmented breasts, Clip-on earrings, cream cream lipstick
Labradorite, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Bedizened, Duchess, Average Height, Slim, Triangular Face, Tan Skin, Light Brown Hair, peach Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Curly Hair, Wavy Updo, asymmetrical breasts, Threader earrings, brown sheer lipstick
Alexandrite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Enveloped, Belle, Tall, Fit, Oval Face, Fair Skin, Chestnut Hair, coral Eyes, Straight Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Voluminous Waves, augmented breasts, Threader earrings, fuchsia metallic lipstick
Emerald, A crystalized formation with sharp edges and intricate geometric patterns, Adorned with, Luminary, Tall, Lean, Diamond-Shaped Face, Fair Skin, Gray Hair, peach Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Braided Updo, perky breasts, Huggie earrings, cream velvet lipstick
Tourmaline, A crystalized formation with jagged edges, resembling a miniature mountain range, Outfitted, Artist, Average Height, Toned, Square Face, Olive Skin, Red Hair, black Eyes, Straight Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Braided Crown, full breasts, Hoop earrings, mauve cream lipstick
Topaz, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Decked, Vixen, Short, Wide Hips, Diamond-Shaped Face, Tan Skin, Light Brown Hair, Blue Eyes, Narrow Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Stacked Bob, perky breasts, Stud earrings, green satin lipstick
Labradorite, A crystalized formation with jagged edges, resembling a miniature mountain range, Swathed, Siren, Average Height, Narrow Hips, Square Face, Olive Skin, White Hair, green Eyes, Narrow Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Twisted Bun, asymmetrical breasts, Threader earrings, grape matte lipstick
Lapis Lazuli, A crystalized formation with sharp edges and intricate geometric patterns, Swathed, Artist, Average Height, Lean, Oval Face, Olive Skin, Dark Brown Hair, dark brown Eyes, Narrow Nose, Full Lips, Sharp Chin, Long Hair, Curly Hair, Dutch Braid, saggy breasts, Stud earrings, pink velvet lipstick
Tanzanite, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Cloaked, Dame, Short, Narrow Hips, Triangular Face, Olive Skin, Brunette Hair, hazel Eyes, Wide Nose, Full Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Long Curled Updo, large breasts, , rose sheer lipstick
Tanzanite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Enveloped, Female Warrior, Tall, Slim, Round Face, Dark Skin, Silver Hair, Blue Eyes with Green Flecks, Wide Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Loose Curls, small breasts, Stud earrings, soft pink stain lipstick
Tanzanite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Draped, Diva, Short, Athletic, Round Face, Fair Skin, Black Hair, Gray Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Thick Hair, Bob with Bangs, natural breasts, , terracotta velvet lipstick
Aventurine, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Covered, Countess, Average Height, Narrow Hips, Heart-Shaped Face, Tan Skin, Gray Hair, jade Eyes, Wide Nose, Thick Lips, Prominent Chin, Long Hair, Wavy Hair, Side Bangs, saggy breasts, Dangle earrings, golden gloss lipstick
Emerald, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Adorned with, Queen, Short, Athletic, Triangular Face, Fair Skin, Black Hair, ruby Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Frohawk, full breasts, Cuff earrings, rust gloss lipstick
Obsidian, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Swathed, Femme fatale, Average Height, Wide Hips, Diamond-Shaped Face, Tan Skin, Black Hair, Blue Eyes with Green Flecks, Short Nose, Thick Lips, Receding Chin, Long Hair, Curly Hair, Messy Top Knot, perky breasts, , violet stain lipstick
Topaz, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Enrobed, Duchess, Average Height, in shape, Diamond-Shaped Face, Olive Skin, Red Hair, grey-blue Eyes, Long Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Wavy Updo, large breasts, Faux gauge earrings, plum cream lipstick
Lapis Lazuli, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Adorned, Vixen, Short, Firm, Heart-Shaped Face, Fair Skin, Golden Blonde Hair, grey Eyes, Wide Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, High Messy Bun, round breasts, Dangle earrings, golden sheer lipstick
Onyx, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Outfitted, Goddess, Short, Athletic, Square Face, Dark Skin, Golden Blonde Hair, Sapphire Eyes, Narrow Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Braided Headband, saggy breasts, Clip-on earrings, light pink satin lipstick
Agate, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Festooned, Diva, Tall, Skinny, Oval Face, Olive Skin, Chestnut Hair, Amber Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Tapered Afro, saggy breasts, Cuff earrings, magenta stain lipstick
